crime_risk,lighting_score,traffic_level,time_risk,road_risk,distance,risk
79.3,98.22,14.49,41.12,84.77,971.15,0
84.78,67.67,68.24,98.51,1.08,1483.6,0
99.48,85.07,12.0,85.76,61.67,1262.77,0
87.29,75.21,7.36,28.05,40.97,189.66,0
88.99,69.82,71.31,37.1,19.36,904.19,0
31.43,38.46,6.35,27.57,97.96,1627.47,0
40.17,32.43,22.45,65.93,40.38,1993.59,0
26.81,71.7,82.47,63.93,33.53,944.26,0
60.63,71.67,80.97,52.25,16.9,190.13,0
93.88,95.06,85.41,96.58,99.78,745.05,1
34.46,56.87,32.61,47.23,85.61,990.05,0
55.7,29.46,52.8,78.37,7.0,165.39,0
29.63,48.95,77.33,65.81,56.58,1731.23,0
16.98,61.37,13.7,51.82,14.74,1086.81,0
19.52,42.67,72.44,4.21,71.58,843.91,0
5.79,79.11,9.75,65.75,48.41,806.43,0
94.93,58.46,91.33,64.26,11.04,76.05,0
40.29,0.94,63.73,12.49,55.7,1047.37,0
83.41,56.98,49.33,79.59,91.07,961.64,1
68.13,63.36,48.47,46.7,34.12,704.85,0
19.19,91.53,18.14,32.41,5.08,1324.18,0
17.55,41.37,34.59,82.4,94.52,833.84,0
81.2,57.45,72.71,34.34,14.18,1152.09,0
26.47,47.5,54.09,62.19,47.51,1772.38,0
91.33,53.17,52.93,61.79,54.47,740.5,1
14.01,6.73,19.52,5.28,23.71,807.89,0
67.77,89.73,69.04,42.28,17.74,1734.49,0
81.45,91.04,39.2,22.28,11.31,729.03,0
23.53,54.81,18.28,19.96,7.0,889.94,0
27.62,55.66,94.38,65.5,50.81,1605.61,0
96.45,5.76,50.68,1.14,84.2,1191.9,1
26.46,59.8,52.8,96.91,12.68,1869.09,0
43.0,42.92,98.14,39.54,70.06,951.91,0
43.25,70.9,36.64,29.88,41.26,968.47,0
25.3,4.71,94.3,92.0,3.52,105.0,0
77.58,71.09,69.49,48.67,53.6,410.66,0
77.18,28.69,63.31,61.43,25.2,1089.2,0
37.83,65.17,23.44,69.59,60.53,390.48,0
83.51,62.71,5.18,87.14,34.93,918.1,0
21.31,22.68,43.78,12.97,66.65,580.97,0
0.43,44.05,1.02,8.17,91.85,61.21,0
57.12,83.56,7.1,99.37,24.45,960.72,0
99.41,60.56,59.53,0.89,93.98,1299.61,1
3.86,6.87,72.45,70.82,20.43,689.7,0
20.8,44.29,16.79,61.11,7.07,1557.52,0
51.89,31.18,73.25,55.26,19.27,309.19,0
80.99,64.16,94.97,78.58,81.49,200.76,1
8.9,61.46,74.32,99.25,67.76,1870.99,0
39.52,1.04,78.47,4.69,97.08,1844.88,1
74.71,60.77,70.07,61.45,70.98,824.96,0
37.15,73.48,22.47,71.68,41.26,851.47,0
18.88,76.87,36.09,30.59,89.24,1705.05,0
19.55,5.9,94.93,89.29,95.81,1070.43,1
41.0,30.37,66.12,45.7,79.17,251.89,0
47.94,42.13,78.9,16.45,55.66,247.45,0
86.18,17.98,96.87,85.44,82.58,279.64,1
64.23,42.07,23.14,94.29,17.9,1565.92,0
69.04,7.11,32.17,9.95,90.04,1211.75,0
98.3,11.32,64.48,75.17,99.96,613.54,1
41.18,66.87,2.44,21.5,66.51,340.91,0
40.34,26.26,57.12,0.67,19.59,264.46,0
92.33,71.14,80.87,26.06,14.44,1487.95,0
24.59,4.81,61.04,85.49,95.94,1774.01,1
72.98,56.27,29.54,14.12,87.14,1071.54,0
75.46,39.14,72.41,13.07,74.87,1549.97,0
9.78,79.7,14.6,73.9,94.91,580.59,0
46.82,78.4,89.48,40.64,50.34,1179.61,0
20.06,37.56,10.09,14.85,88.77,887.32,0
18.54,62.27,86.35,23.0,16.28,193.63,0
46.38,22.75,49.78,79.46,18.28,984.99,0
28.94,58.04,42.86,62.33,51.23,1696.64,0
79.61,8.13,50.07,76.09,33.25,122.53,1
90.76,43.46,20.02,9.78,43.25,964.67,0
80.27,18.27,45.77,45.81,79.82,1749.06,1
26.6,88.34,84.97,79.71,5.34,1584.34,0
27.41,44.49,80.1,26.58,72.08,997.03,0
25.47,59.08,16.3,16.92,8.82,359.26,0
13.5,36.04,67.34,38.18,84.75,1700.08,0
94.38,28.87,85.68,33.34,20.19,323.21,0
40.2,20.29,81.98,18.55,73.49,568.11,0
22.47,91.19,42.56,95.39,59.19,266.06,0
84.67,79.95,4.81,48.31,38.56,928.84,0
39.92,13.33,93.12,60.81,26.75,1265.81,0
3.51,74.67,39.59,12.11,5.75,1657.69,0
16.19,41.85,36.1,61.0,35.34,933.45,0
63.93,1.54,75.95,55.53,20.05,1942.03,0
78.29,52.84,26.4,93.19,13.59,1199.8,0
21.09,13.0,83.47,41.23,73.85,1216.73,0
91.74,20.99,7.61,78.21,21.25,367.07,0
85.1,69.6,74.07,30.42,22.32,396.43,0
84.84,25.71,96.58,57.89,34.05,1161.72,1
22.77,89.19,99.58,92.7,46.27,1447.34,0
5.05,65.72,92.38,62.51,51.37,425.32,0
86.74,83.23,87.08,71.12,66.45,978.36,1
30.58,61.52,27.89,87.6,58.85,725.28,0
61.89,86.88,96.66,92.54,48.17,888.75,0
76.0,36.17,92.79,20.83,39.39,459.82,0
12.83,54.91,53.44,19.58,26.58,298.63,0
78.08,51.59,40.21,55.05,70.99,654.59,0
93.85,90.38,10.93,99.55,31.75,1740.46,0
72.84,16.49,59.06,49.02,84.96,1614.35,1
44.12,57.81,70.05,33.09,58.62,221.28,0
87.67,75.44,40.4,53.73,63.39,193.86,0
52.75,37.0,40.6,6.44,50.88,996.04,0
74.48,86.76,57.33,17.72,92.86,569.22,0
82.05,37.3,2.78,14.89,42.16,1650.38,0
74.94,17.33,95.79,2.79,42.7,982.64,0
28.79,58.4,28.99,72.22,89.3,1708.36,0
11.78,42.06,14.09,32.55,60.49,234.23,0
23.83,1.52,0.55,16.85,44.91,1940.75,0
50.29,6.98,85.69,51.22,26.22,1538.86,0
50.53,19.53,86.32,32.34,24.5,1469.12,0
58.26,76.93,9.53,39.3,80.14,1881.63,0
39.51,89.2,15.22,31.55,27.95,951.2,0
78.69,54.56,44.79,0.4,0.57,314.8,0
91.32,10.56,18.57,68.83,1.95,1003.86,0
24.67,53.44,73.58,11.07,97.84,1634.14,0
73.65,85.56,5.8,21.91,55.98,1721.9,0
67.8,74.95,54.97,19.03,48.9,987.32,0
52.31,29.11,38.28,33.14,91.79,1469.96,0
18.85,12.39,46.49,16.02,35.17,508.97,0
79.52,90.07,42.48,34.7,79.5,476.48,0
96.06,85.41,15.32,24.33,72.18,1180.79,0
72.18,5.37,22.03,6.12,47.71,855.07,0
91.79,82.37,6.48,87.06,77.46,338.88,0
98.42,9.72,11.53,30.56,96.58,1527.5,1
35.21,6.33,97.79,9.53,20.06,1073.65,0
63.82,75.86,27.98,52.15,1.75,1050.38,0
47.39,53.63,30.7,12.33,82.15,394.83,0
98.66,41.45,12.71,77.31,40.36,497.46,0
9.38,90.39,75.52,6.16,54.44,1391.56,0
41.24,83.93,92.41,46.46,22.25,1706.77,0
87.55,5.76,78.98,94.38,84.18,370.88,1
28.41,61.61,61.26,15.9,72.12,1628.44,0
78.78,77.23,81.32,20.14,95.34,1580.43,1
38.28,55.05,40.42,60.05,47.53,1633.53,0
98.0,98.3,85.95,97.99,97.66,1171.85,1
88.35,68.6,79.85,38.58,51.09,716.65,1
30.13,10.41,0.17,64.86,62.14,1546.62,0
77.02,19.83,48.78,15.23,67.41,970.29,0
33.69,82.62,26.46,64.14,48.98,459.29,0
60.64,99.68,8.62,25.27,56.28,816.73,0
65.85,9.83,84.62,61.33,22.33,926.28,1
82.96,10.03,0.79,8.87,36.24,1020.58,0
2.45,76.34,73.02,52.5,70.2,1797.18,0
22.02,6.44,98.82,23.74,3.9,834.11,0
71.19,6.86,48.2,68.17,70.04,583.93,1
56.35,88.88,37.12,74.77,30.38,1925.45,0
49.56,80.04,60.58,84.81,27.18,499.06,0
5.52,88.16,80.47,99.24,69.35,42.01,0
34.83,65.05,24.03,45.94,21.49,1702.65,0
86.51,32.25,25.07,67.06,96.17,1909.8,1
3.09,90.63,60.72,1.84,99.07,1370.62,0
39.64,29.87,93.99,90.51,45.81,827.15,0
94.51,27.55,29.84,61.57,40.14,1096.63,1
5.09,88.64,37.68,42.13,7.9,1667.36,0
74.97,68.08,99.33,43.43,77.82,1772.97,1
25.76,89.57,17.62,75.8,16.27,223.0,0
86.66,15.59,7.7,83.35,93.3,1738.63,1
74.61,95.23,58.98,80.79,99.06,1242.35,1
88.57,61.27,2.43,51.06,12.24,83.91,0
21.59,66.8,18.04,37.11,68.3,234.8,0
53.13,91.41,62.22,94.55,46.6,110.16,0
77.93,38.08,65.95,63.42,54.11,1898.15,1
24.57,71.96,51.04,54.37,17.96,864.51,0
23.07,64.03,38.37,59.83,72.35,1436.92,0
2.72,78.78,57.62,62.99,16.66,23.4,0
95.85,89.69,64.34,71.31,88.53,1590.48,1
71.0,68.01,80.35,55.32,45.4,974.43,0
63.56,6.76,79.28,87.54,63.49,1848.73,1
74.4,18.31,66.48,85.97,92.18,1051.38,1
53.16,95.4,89.42,44.23,73.79,1581.82,0
47.61,96.87,83.8,16.85,54.08,1266.34,0
44.95,96.74,13.32,57.67,40.27,1050.67,0
64.04,3.68,95.67,62.07,46.21,1897.52,1
20.15,38.24,89.17,52.34,34.17,1001.29,0
88.81,75.97,32.09,89.06,94.62,1786.93,1
81.18,75.29,2.02,9.3,25.29,91.43,0
34.96,8.59,60.4,28.74,40.93,1321.69,0
57.86,60.95,43.84,86.58,77.82,1825.09,0
14.1,14.29,74.96,93.94,36.43,1800.57,0
97.23,49.32,52.46,42.59,88.66,980.41,1
90.29,23.97,7.65,19.26,24.31,954.75,0
92.19,5.32,24.47,42.03,3.13,1624.82,0
33.22,8.0,88.25,45.62,62.88,683.33,1
16.91,91.09,3.77,51.96,50.83,1875.58,0
21.18,74.46,73.67,27.44,93.31,516.35,0
9.0,93.18,29.19,31.26,42.31,167.31,0
12.01,47.0,45.26,65.56,13.56,1548.41,0
7.13,41.33,53.1,62.18,32.97,821.35,0
98.98,35.84,25.01,66.21,39.32,724.44,0
7.41,61.63,65.2,37.73,58.31,655.4,0
13.25,35.16,69.34,33.65,27.45,1961.28,0
82.73,74.63,8.51,35.15,55.03,1151.92,0
58.02,80.13,37.39,95.12,90.8,1983.99,0
77.44,87.58,74.44,39.52,42.37,700.29,0
63.09,24.28,72.16,60.61,65.16,839.66,1
88.22,52.7,54.46,52.28,22.89,439.29,0
63.85,22.34,77.77,87.62,80.13,872.12,1
52.21,3.76,10.76,36.91,26.97,142.77,0
71.27,70.78,11.82,43.41,57.98,21.1,0
44.74,54.9,65.75,84.28,30.02,917.09,0
34.61,72.39,69.33,16.1,6.74,1497.13,0
46.77,8.76,81.45,59.43,31.97,885.39,0
16.97,99.55,18.1,39.99,21.2,1045.65,0
79.66,99.43,51.68,98.58,89.27,902.32,1
26.07,46.5,66.08,72.14,26.62,1063.07,0
15.35,86.61,22.37,1.06,97.44,1555.7,0
24.64,24.36,51.69,83.95,49.23,1611.5,0
84.21,73.76,63.84,70.32,22.11,1679.35,0
33.02,87.92,21.44,56.1,39.13,440.61,0
68.6,81.47,37.56,23.61,18.34,926.53,0
85.64,81.18,21.63,14.93,83.37,1665.39,0
7.77,46.3,90.29,62.84,12.0,1884.92,0
76.5,82.0,23.68,43.99,87.35,1095.11,0
30.77,69.07,12.08,86.16,4.59,996.14,0
21.66,13.25,3.52,26.24,29.96,1533.9,0
68.89,11.42,4.5,63.75,13.99,1983.55,0
90.98,77.19,19.16,24.88,68.53,863.35,0
29.5,62.55,60.82,63.63,51.23,346.9,0
56.88,51.94,1.76,4.83,93.93,1671.93,0
28.98,90.73,28.67,39.17,36.62,1426.64,0
55.43,65.96,5.82,17.27,4.07,307.25,0
62.19,39.61,40.37,60.59,76.17,660.55,0
61.03,41.39,4.86,31.67,57.95,1115.38,0
62.35,60.52,60.75,77.15,82.74,1468.3,0
13.51,76.03,68.84,11.46,42.61,1565.68,0
69.35,56.44,73.13,55.62,73.82,328.35,1
67.48,50.88,22.43,59.37,17.11,449.17,0
68.26,72.69,86.85,2.21,99.95,1493.36,0
7.41,70.53,69.03,3.6,17.36,249.9,0
44.68,83.03,5.67,30.82,82.98,1006.36,0
40.9,6.26,44.08,60.91,21.24,1101.06,0
8.67,75.5,76.78,96.26,78.25,691.92,0
22.24,51.38,31.09,9.08,86.13,1596.75,0
44.1,7.47,38.16,70.32,87.66,129.72,0
74.29,67.9,62.96,69.27,47.57,1559.34,0
23.71,71.65,5.55,66.95,42.88,1299.14,0
82.97,52.36,96.69,51.61,83.38,1024.29,1
54.58,79.38,17.45,96.68,57.95,1747.3,0
76.04,30.02,2.67,50.18,62.13,420.45,0
47.26,20.19,0.53,83.83,23.61,1605.53,0
49.92,35.07,39.96,26.25,44.62,391.79,0
61.97,41.01,88.43,80.63,36.94,1981.08,1
92.8,69.59,81.98,99.65,66.53,84.87,1
49.18,84.55,91.2,91.01,19.65,1115.33,0
52.87,72.09,53.38,30.41,40.58,352.67,0
60.2,17.4,44.87,84.62,84.87,827.79,1
73.75,36.62,38.59,9.53,54.64,312.93,0
7.19,15.84,4.64,67.77,89.6,403.77,0
51.57,68.67,90.95,34.21,23.25,140.74,0
48.16,24.82,49.62,65.87,43.99,35.85,0
92.17,52.54,45.51,41.22,50.04,1444.23,0
49.35,79.18,51.52,0.9,40.06,917.85,0
46.83,67.09,79.42,23.13,68.45,110.27,0
96.22,29.84,22.45,4.24,14.87,1879.16,0
45.06,33.29,70.99,42.73,51.94,1337.91,0
18.09,65.34,71.08,84.01,13.88,543.26,0
21.69,54.95,84.96,73.8,62.92,888.62,0
9.52,9.64,0.87,78.89,83.02,988.75,0
0.06,87.4,17.04,80.72,2.0,1148.46,0
43.19,51.26,47.1,37.19,45.69,1717.75,0
76.92,47.34,85.05,50.6,49.27,1188.0,1
73.35,19.84,96.51,50.85,72.03,1957.88,1
3.21,37.7,59.49,11.32,7.47,1459.08,0
57.0,33.28,21.21,59.81,40.6,1977.26,0
15.43,27.07,18.46,72.02,78.55,1110.48,0
94.11,56.74,63.94,61.1,53.21,1363.33,0
16.74,46.23,21.01,74.6,74.98,1481.04,0
62.66,88.92,55.31,11.89,36.4,1514.4,0
32.62,94.13,83.48,76.14,92.01,68.37,0
64.16,21.95,38.98,20.81,7.73,272.4,0
41.23,10.01,37.85,87.68,9.12,470.89,0
75.96,78.53,3.61,24.49,52.85,557.56,0
23.07,99.49,25.41,49.2,47.08,1812.63,0
90.58,86.36,69.82,48.73,63.85,1450.75,0
50.02,2.37,36.04,26.89,22.91,303.7,0
75.61,25.13,15.83,36.17,22.6,864.18,0
84.97,4.33,10.58,18.56,74.91,501.38,0
99.88,82.08,9.51,57.01,29.18,1663.13,0
22.39,58.14,65.91,91.3,72.73,1837.24,0
28.69,51.37,61.26,31.66,64.07,345.29,0
25.04,55.44,51.85,50.81,8.33,844.81,0
26.29,25.25,50.03,86.19,71.11,1906.62,0
58.24,60.16,15.31,45.25,87.95,1321.04,0
99.35,3.07,50.06,83.13,81.66,1738.83,1
99.03,64.6,5.99,44.64,0.89,728.23,0
52.68,73.44,92.59,44.02,53.97,435.21,0
63.9,67.3,5.8,15.72,91.33,1388.78,0
86.0,33.21,42.35,12.5,59.87,292.1,0
93.29,82.63,0.06,61.15,29.03,1683.01,0
20.39,71.55,78.62,82.73,19.45,1514.58,0
52.85,12.83,16.62,13.54,68.49,623.72,0
83.28,19.51,92.49,91.01,77.13,1007.45,1
30.32,63.71,4.4,35.89,91.26,1602.4,0
43.98,28.94,82.08,42.53,90.57,1871.12,1
98.56,11.94,65.66,89.45,33.93,717.28,1
98.5,15.5,24.97,89.63,60.39,1584.18,1
90.61,16.56,20.24,52.49,10.15,405.04,0
79.84,47.78,35.77,27.68,9.45,1809.01,0
26.91,60.74,82.84,17.19,7.15,1378.78,0
32.09,17.64,86.2,27.16,92.71,322.42,0
54.73,71.25,17.53,78.06,15.24,1484.86,0
56.08,28.1,35.34,32.46,48.23,1453.63,0
50.55,31.16,23.75,69.46,43.31,1489.75,0
63.67,22.35,12.26,19.52,32.48,702.86,0
40.83,78.52,64.64,47.85,53.77,1484.8,0
74.92,95.98,34.59,35.21,0.28,1656.61,0
33.35,49.25,22.54,50.36,38.01,707.32,0
33.07,4.2,86.6,56.99,47.93,431.76,0
12.72,26.06,74.83,99.09,80.33,1778.0,1
18.87,15.81,77.38,89.99,70.1,1248.97,0
85.05,84.28,3.92,69.59,84.98,931.57,0
44.63,8.49,91.51,15.37,37.63,1761.89,0
22.79,96.65,57.47,91.9,14.09,289.29,0
75.93,58.85,50.38,89.26,40.11,1624.96,0
55.4,51.77,1.06,88.67,96.31,991.83,0
2.12,84.74,89.77,47.9,21.43,104.2,0
31.64,2.75,54.39,17.07,17.48,1945.77,0
17.7,77.72,82.52,75.44,94.43,1560.57,0
65.59,11.66,65.55,38.85,94.99,445.22,1
27.5,84.08,79.67,34.46,14.92,1848.92,0
6.49,52.92,69.29,39.08,76.95,1871.98,0
5.49,6.11,92.1,55.91,42.97,1604.92,0
58.17,83.32,22.55,33.35,49.22,271.8,0
2.17,2.73,20.21,68.99,49.87,389.04,0
84.88,13.84,71.25,64.77,96.84,1512.99,1
15.54,79.78,50.14,50.89,18.47,1829.34,0
60.66,46.49,59.92,5.4,77.31,445.74,0
44.47,88.14,70.85,93.65,0.57,932.44,0
44.29,63.54,54.74,41.17,62.86,326.49,0
7.18,62.35,78.77,44.95,65.27,966.46,0
80.28,29.22,31.89,45.6,75.37,1292.21,1
89.31,13.37,85.9,36.5,92.6,56.74,1
1.1,96.12,10.77,67.46,75.38,1293.0,0
17.86,10.48,63.4,1.39,73.21,1286.7,0
90.39,52.9,89.01,87.35,25.38,920.92,1
54.95,27.26,25.27,10.24,99.28,1792.9,0
15.0,26.41,32.68,99.97,46.84,286.94,0
20.28,59.46,30.54,62.81,41.75,121.6,0
66.0,79.79,56.43,6.62,50.19,1001.75,0
72.48,77.72,41.29,56.24,39.41,1075.41,0
59.94,86.88,10.8,33.13,59.36,548.04,0
95.31,29.29,89.13,95.3,34.96,1924.02,1
49.41,46.58,20.47,75.55,23.99,522.38,0
30.03,0.93,53.41,50.7,92.8,554.92,1
47.72,74.69,59.48,42.98,92.78,1625.75,0
35.97,30.23,4.08,99.59,49.62,1847.19,0
22.44,56.15,9.57,66.74,96.21,1081.56,0
4.6,16.93,97.17,51.39,41.57,57.73,0
35.22,81.94,66.45,39.79,38.74,723.76,0
71.14,81.73,3.36,32.46,91.69,463.4,0
1.84,87.75,79.42,70.54,63.29,1031.82,0
43.92,4.59,50.85,58.79,76.25,1371.49,1
64.4,99.25,7.52,84.82,41.27,797.02,0
61.04,24.78,68.08,55.36,40.7,1083.97,0
77.66,30.94,49.94,58.23,8.33,1524.52,0
81.05,24.93,20.49,47.74,96.67,507.37,1
71.17,26.75,87.77,76.26,22.8,408.02,0
10.28,55.27,29.14,41.5,49.43,1615.16,0
47.5,23.98,28.46,85.19,11.46,93.31,0
60.34,39.38,27.28,32.7,64.7,318.18,0
24.56,65.56,76.75,69.26,39.09,44.47,0
4.26,83.6,70.61,89.3,76.77,1119.66,0
22.36,69.27,90.31,76.91,52.84,1208.17,0
45.49,59.43,22.93,34.26,12.95,1071.44,0
41.39,14.77,78.64,70.63,1.07,840.25,0
17.67,81.61,57.3,20.7,21.24,1067.48,0
82.44,3.73,30.87,5.82,72.43,404.0,0
92.57,26.42,3.55,79.14,82.85,1655.96,1
20.13,5.71,81.89,80.8,34.13,1961.93,0
92.96,66.74,24.11,2.29,53.59,1090.43,0
1.79,36.84,63.17,94.78,24.0,761.22,0
92.5,65.2,54.89,44.59,88.04,1587.73,1
95.19,34.7,0.44,90.53,96.52,402.28,1
1.21,45.57,99.43,78.82,75.29,655.13,0
76.3,45.8,81.43,90.07,8.89,1881.16,0
97.02,4.56,48.65,83.34,43.71,388.86,1
90.59,43.02,68.03,97.4,99.05,241.99,1
97.07,64.11,47.66,62.91,22.94,1101.78,0
55.03,54.61,74.46,22.73,67.05,1183.09,0
7.82,7.53,13.43,38.96,93.86,1202.36,0
84.98,66.81,44.64,75.19,77.32,345.67,1
61.38,30.89,33.55,15.7,60.89,1447.87,0
61.47,1.44,45.97,92.98,50.67,499.72,1
41.73,15.56,45.05,20.53,92.88,1897.24,0
57.18,49.76,14.31,87.6,39.47,471.36,0
15.36,31.04,97.65,48.37,90.13,54.28,0
73.98,69.44,1.55,84.06,43.11,1144.33,0
7.5,24.07,1.01,95.83,75.65,421.64,0
72.98,77.28,37.34,42.21,91.57,1264.58,0
84.9,28.65,62.04,69.66,55.06,473.84,1
47.25,62.09,17.97,22.67,30.99,867.61,0
50.98,79.92,53.32,80.08,5.1,375.44,0
31.22,38.56,72.28,81.99,80.93,869.05,0
96.95,4.68,9.41,29.52,62.2,290.31,1
73.31,53.54,98.44,2.41,26.3,689.19,0
36.9,99.54,33.67,43.12,87.74,413.88,0
17.48,96.9,64.24,17.0,92.03,1635.88,0
21.96,22.1,11.07,81.86,88.72,1464.12,0
46.39,75.57,70.95,26.11,60.15,350.3,0
94.26,34.5,84.05,94.37,97.66,184.15,1
73.41,16.03,10.53,97.18,87.48,70.97,1
21.52,66.59,12.59,90.88,10.43,468.81,0
85.96,50.09,28.1,59.96,98.11,970.75,1
37.82,53.92,1.19,26.74,54.88,811.77,0
85.17,82.74,98.61,80.73,92.0,1943.57,1
24.17,33.65,59.84,70.16,76.03,1588.65,0
61.87,66.71,60.76,97.72,64.76,174.81,0
92.67,36.62,95.9,37.73,32.67,334.69,0
25.79,4.27,83.2,5.88,2.7,72.67,0
69.29,37.8,81.42,99.84,27.67,293.69,1
98.73,95.0,33.95,83.83,68.58,1068.25,0
15.06,48.33,33.49,22.15,86.31,171.94,0
8.84,10.82,29.17,72.56,0.23,138.54,0
67.42,68.78,34.67,0.07,20.8,253.96,0
33.97,96.34,36.95,55.78,67.31,1345.44,0
7.12,90.79,14.0,36.28,28.36,58.33,0
47.53,57.2,35.59,38.13,14.17,1939.86,0
75.38,37.63,44.67,24.45,8.19,773.96,0
28.51,58.07,30.93,27.48,63.79,686.44,0
33.5,81.59,16.53,45.47,59.49,960.13,0
84.57,86.12,37.34,24.81,85.86,1045.37,0
52.01,81.88,48.09,46.64,31.48,851.63,0
84.27,45.55,72.07,57.73,13.67,982.93,0
44.64,11.89,71.12,71.11,79.92,692.67,1
95.3,56.92,20.27,67.71,98.82,657.57,1
65.08,15.64,3.67,24.2,36.04,74.08,0
11.59,6.1,30.38,3.92,86.53,1350.17,0
88.51,49.87,15.71,83.27,76.25,1242.2,1
48.93,65.54,39.58,87.23,91.16,1344.26,0
14.16,85.41,97.93,97.89,42.44,1883.29,0
15.27,78.28,18.11,95.97,10.13,956.71,0
68.75,85.72,31.89,63.38,11.84,1765.91,0
4.74,76.01,72.51,89.43,76.32,899.01,0
28.66,70.32,50.92,44.8,86.33,965.68,0
13.98,1.01,4.39,78.73,45.7,1273.25,0
44.11,62.61,16.17,95.53,5.96,447.48,0
41.44,12.05,93.52,79.63,6.67,450.37,0
52.19,5.87,10.32,41.58,59.86,1029.47,0
27.96,15.64,63.51,37.78,91.86,155.85,0
3.2,82.33,79.23,29.15,39.96,488.58,0
61.44,74.38,26.54,36.71,65.06,1590.96,0
37.37,94.88,72.51,82.06,54.2,938.19,0
65.13,97.9,16.99,70.15,88.98,72.71,0
10.87,89.33,28.48,24.99,83.24,140.27,0
1.38,13.29,31.18,71.15,19.93,1840.64,0
24.83,87.84,99.64,37.94,67.75,1914.3,0
45.65,83.86,21.46,55.78,84.75,1289.39,0
39.41,87.11,12.92,37.04,93.02,386.19,0
81.03,15.17,92.57,52.16,58.99,748.81,1
37.78,11.68,16.19,72.98,17.59,624.82,0
53.04,92.38,87.93,73.11,55.82,1574.61,0
59.35,17.38,65.05,75.32,66.58,1083.44,1
2.18,36.86,57.69,39.1,27.25,1563.72,0
51.51,45.6,75.13,69.05,97.3,733.81,1
34.48,12.44,72.6,23.87,22.93,1741.63,0
42.13,2.06,11.05,47.74,91.14,869.74,0
10.03,99.41,99.95,58.31,42.52,846.4,0
78.28,87.67,94.19,68.65,0.06,988.41,0
94.24,91.23,89.66,91.2,54.33,1191.78,1
2.23,28.46,62.23,30.48,62.83,1790.34,0
60.14,22.01,52.28,84.53,86.94,926.36,1
76.38,42.59,53.63,31.11,54.06,1861.67,0
28.48,45.33,1.49,55.19,9.41,799.46,0
78.76,0.56,49.95,82.81,92.68,662.65,1
63.24,77.93,62.38,72.31,56.54,604.19,0
92.92,99.67,65.87,86.29,27.15,61.88,0
98.1,52.87,33.21,81.49,89.89,1701.31,1
4.23,38.83,47.13,27.63,12.09,176.88,0
44.49,39.28,63.63,99.29,9.75,681.98,0
54.7,9.61,42.83,93.7,53.5,515.9,1
14.67,26.62,96.21,43.02,62.49,1493.98,0
33.63,50.21,70.54,4.72,51.1,1866.52,0
98.76,43.18,0.13,30.35,92.9,1637.09,1
1.62,54.5,2.33,83.62,26.28,653.6,0
45.25,84.91,69.03,95.09,99.02,922.4,0
84.27,22.52,41.26,83.17,1.93,509.13,0
32.39,2.77,83.95,39.67,11.85,1849.48,0
47.98,3.82,17.3,5.65,18.57,255.11,0
97.8,13.42,1.38,51.76,7.96,1904.87,0
47.49,57.05,38.81,37.64,43.82,1631.04,0
13.09,80.82,73.61,12.3,86.54,1428.92,0
5.17,88.68,97.17,10.59,82.08,1552.51,0
94.54,63.51,88.37,15.3,74.48,691.91,1
26.58,40.31,48.41,20.58,0.74,605.86,0
50.41,15.45,81.28,75.38,86.57,775.21,1
9.07,40.14,7.03,38.17,39.65,379.59,0
42.37,33.24,57.23,43.69,73.16,1497.79,0
93.01,87.0,92.43,59.84,72.69,960.59,1
50.24,48.67,39.64,96.01,17.75,1773.9,0
97.11,22.62,96.01,75.65,51.54,1759.2,1
25.88,28.88,22.07,64.57,92.62,328.59,0
50.45,13.65,10.56,74.38,26.3,453.26,0
85.95,91.86,52.48,71.93,71.5,833.07,0
44.83,5.03,90.72,69.02,95.81,255.25,1
27.95,1.28,31.13,49.64,36.06,1385.08,0
85.55,18.3,80.02,56.68,38.76,1480.44,1
38.99,81.09,16.92,46.15,45.26,1448.27,0
53.07,52.35,74.56,39.5,80.9,951.02,0
97.65,62.58,55.7,27.08,43.93,1689.57,0
18.65,35.77,17.5,35.52,48.62,1219.57,0
30.14,6.87,71.81,42.85,22.23,1987.35,0
3.11,85.62,71.38,57.94,98.83,1634.57,0
39.18,19.19,51.54,49.99,89.24,1450.07,1
20.02,3.31,22.55,10.79,60.03,264.14,0
68.0,57.27,13.23,34.0,96.06,1668.55,0
18.13,8.33,95.73,37.62,68.7,625.03,0
67.48,9.58,65.58,70.69,95.91,849.45,1
26.35,80.04,80.92,33.29,16.15,936.27,0
35.52,49.16,69.7,0.8,22.55,675.99,0
34.89,24.15,82.95,8.43,88.52,234.71,0
71.68,34.86,16.25,49.7,41.99,414.74,0
46.65,72.92,49.7,18.85,37.12,1610.86,0
36.13,6.64,66.71,49.46,75.43,1311.49,0
85.26,11.65,10.34,57.42,63.03,1886.83,0
57.2,61.63,15.0,93.34,34.41,1645.72,0
21.38,60.7,63.4,65.56,39.79,816.4,0
90.01,97.25,86.87,3.1,40.84,1576.69,0
34.27,37.45,66.04,38.07,12.63,1161.33,0
3.9,6.51,3.62,79.35,22.96,586.88,0
49.46,53.75,97.04,26.06,53.75,1950.68,0
12.39,63.83,13.95,92.5,78.18,1858.41,0
23.85,13.96,23.26,52.9,41.9,242.15,0
74.71,55.29,97.5,9.24,38.34,1682.05,0
13.08,19.78,77.1,24.17,65.05,173.82,0
80.69,84.47,93.66,90.63,15.73,1859.06,0
